"sname"	"Nmax"	"numclones"	"Nevent"	"tevent"	"s"	"pctfit"	"clonetime"	"clonemuts"	"br"	"dr"	"mu"	"b"	"d"	"tend"	"clonalmuts"	"area"	"area_pval"	"Dk"	"Dk_pval"	"meanD"	"meanD_pval"	"rsq"	"rsq_pval"	"fmin"	"fmax"	"det_limit"	"ploidy"	"read_depth"	"num_muts"	"draw"
"10"	10000	2	"580,581"	"8.265122423306899,7.922358471770883"	"6.18205821356089,7.350501019321301"	"0.0154,0.8228"	"8.267936862609815,8.268627150123327"	"122,119"	"0.6931471805599453,4.978223401347129,5.78812623780551"	"0.0,0.0,0.0"	8.085012838262479	0.6931471805599453	0.0	9.704793708706111	872	0.4102628788794307	0.0	0.7696011991874024	0.0	0.5736274928762262	0.0	0.3815943361465751	0.0	0.02	0.6	0.02	2	1200.0	1266.0	65.0
"10"	10000	2	"517,518"	"7.347624223881349,7.291968561112181"	"1.3677337870642896,3.2553190880552627"	"0.0072,0.4686"	"7.347834185524052,7.348360032424358"	"103,110"	"0.6931471805599453,1.641187998820134,2.9495624282684227"	"0.0,0.0,0.0"	8.148397719718306	0.6931471805599453	0.0	10.665673627880015	945	0.3947547329035938	0.0	0.7365519485620027	0.0	0.5570273719688468	0.0	0.38527614294760326	0.0	0.02	0.6	0.02	2	1200.0	1317.0	65.0
"10"	10000	2	"299,300"	"7.914454259517433,5.337608871129348"	"4.703842763375963,8.992724322662925"	"0.2216,0.6702"	"7.923715206824073,7.925151097910393"	"53,89"	"0.6931471805599453,3.9536025297912962,6.9264286903665955"	"0.0,0.0,0.0"	6.774625023992021	0.6931471805599453	0.0	9.7964333718014	914	0.3977185994077814	0.0	0.72842123949202	0.0	0.5461859856221231	0.0	0.3961094135923857	0.0	0.02	0.6	0.02	2	1200.0	1330.0	54.0
"10"	10000	2	"452,3445"	"8.175991630188332,10.800080612963793"	"3.3579153520317435,4.285956207594614"	"0.4963,0.0002"	"8.180375122128233,10.800230036088355"	"152,239"	"0.6931471805599453,3.0206767393797045,3.6639456418575476"	"0.0,0.0,0.0"	8.768086540279567	0.6931471805599453	0.0	11.583721409901502	923	0.3855104681094207	0.0	0.7474240901527258	0.0	0.5489329987467875	0.0	0.3860872673285727	0.0	0.02	0.6	0.02	2	1200.0	1334.0	62.0
"10"	10000	2	"2069,8096"	"10.495604623361695,12.030056842279329"	"6.106583064911375,8.869467370929845"	"0.3347,0.0004"	"10.496294515993297,12.030065006757376"	"175,159"	"0.6931471805599453,4.925908014858374,6.840993481788398"	"0.0,0.0,0.0"	7.71999437160521	0.6931471805599453	0.0	12.141891720333184	934	0.3903204168235471	0.0	0.7276576371500114	0.0	0.5479257376600054	0.0	0.3920428476388865	0.0	0.02	0.6	0.02	2	1200.0	1334.0	62.0
"10"	10000	2	"1837,1838"	"10.558558209254372,6.8594917947175995"	"9.478460106048562,1.022209048811959"	"0.6545,0.0001"	"10.558830492059052,10.560912908399404"	"155,103"	"0.6931471805599453,7.263115079117426,1.4016885006868183"	"0.0,0.0,0.0"	7.788775160750246	0.6931471805599453	0.0	11.480010241158958	900	0.38815086486924394	0.0	0.7561447872012032	0.0	0.5496138060295316	0.0	0.3883662884302749	0.0	0.02	0.6	0.02	2	1200.0	1328.0	65.0
"10"	10000	2	"1222,1223"	"9.384523861277593,1.5266998907101081"	"7.3542706466868815,1.8845181552861863"	"0.6444,0.0027"	"9.389365351248726,9.389420919929915"	"111,100"	"0.6931471805599453,5.790739144385722,1.9993956266105946"	"0.0,0.0,0.0"	8.609635278573476	0.6931471805599453	0.0	10.936795912960536	939	0.38323803632070835	0.0	0.7589550018887494	0.0	0.5657867086353986	0.0	0.37298884217991546	0.0	0.02	0.6	0.02	2	1200.0	1318.0	57.0
"10"	10000	2	"895,896"	"9.834924444118592,7.822428848628632"	"5.677394666685881,1.3539954485654861"	"0.5914,0.0046"	"9.83596125283587,9.836156171845872"	"175,107"	"0.6931471805599453,4.628417286699334,1.6316653082241106"	"0.0,0.0,0.0"	8.388565001446263	0.6931471805599453	0.0	11.962228547501786	900	0.38845248325874177	0.0	0.7566559121768084	0.0	0.5472240332027231	0.0	0.3901328976418821	0.0	0.02	0.6	0.02	2	1200.0	1343.0	64.0
"10"	10000	2	"67,68"	"6.918132476233935,5.969192676925536"	"6.860151697812684,6.590362210255996"	"0.2233,0.7549"	"6.921197318923645,6.922484932630603"	"60,93"	"0.6931471805599453,5.448241988112329,5.261238165467698"	"0.0,0.0,0.0"	8.51794042617062	0.6931471805599453	0.0	8.672320591488171	901	0.3785017494233205	0.0	0.7113906975945427	0.0	0.5348316297781809	0.0	0.3927989888445138	0.0	0.02	0.6	0.02	2	1200.0	1357.0	64.0
"10"	10000	2	"293,294"	"6.493232072567425,3.3117966081613295"	"6.799770397564599,7.964954025095761"	"0.2786,0.6246"	"6.499072617080985,6.511450703141243"	"82,68"	"0.6931471805599453,5.4063888600868255,6.214032606344659"	"0.0,0.0,0.0"	6.370629889979525	0.6931471805599453	0.0	8.145037268878704	939	0.4059340154185925	0.0	0.7277354422442408	0.0	0.5557505172187878	0.0	0.3936838172841226	0.0	0.02	0.6	0.02	2	1200.0	1312.0	57.0
"10"	10000	2	"246,1508"	"6.457675370467835,8.847031158822661"	"3.185287790911949,9.926562258471264"	"0.4877,0.2631"	"6.459854958856653,8.847475063992157"	"84,179"	"0.6931471805599453,2.9010204321025794,7.573715822672066"	"0.0,0.0,0.0"	8.814246830386558	0.6931471805599453	0.0	9.850806323649412	906	0.40832703963151695	0.0	0.7294160895335433	0.0	0.5590788641582732	0.0	0.3940601385389344	0.0	0.02	0.6	0.02	2	1200.0	1310.0	63.0
